video_id,title,description,view_count,like_count,thumbnail_url,local_thumbnail_path,duration,upload_date,channel_id,channel_name,video_url
fAOC9Oq1Byo,' জয় বাংলা ' স্লোগানে বাংলাদেশে ফিরছে মুজিবের স্মৃতি ?  | ক্যালকাটা নিউজ ডিজিটাল,"বাংলাদেশে জমি ফিরে পেতে মরিয়া শেখ হাসিনার দল | বিজয় দিবসে কুচকাওয়াজ বন্ধ করেছে ইউনূস সরকার | অপরদিকে বিজয় দিবসকে সামনে রেখে সভা আওয়ামী লীগের | বিজয় দিবসকে হাতিয়ার করেই এগোচ্ছে আওয়ামী লীগ ? বাংলাদেশে পাল্টাচ্ছে রাজনৈতিক পরিস্থিতি ?

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",5149,97,https://i.ytimg.com/vi/fAOC9Oq1Byo/maxresdefault.jpg,thumbnails/fAOC9Oq1Byo.jpg,1496,20241214,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=fAOC9Oq1Byo
s7k2eYQGKGQ,চিন্ময় কৃষ্ণের গ্রেফতারির আঁচ আমেরিকাতেও!  | ক্যালকাটা নিউজ,"চিন্ময় কৃষ্ণের গ্রেফতারির আঁচ আমেরিকাতেও!  | ক্যালকাটা নিউজ

চিন্ময় কৃষ্ণ দাসের গ্রেফতারি নিয়ে উত্তাল বাংলাদেশ। এই ঘটনার আঁচ লেগেছে সুদূর মার্কিন মুলুকেও। এই ইস্যুতে ইসকনের তরফে আমেরিকায় বিক্ষোভ সমাবেশের আয়োজন করা হয়।

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",5040,94,https://i.ytimg.com/vi/s7k2eYQGKGQ/maxresdefault.jpg,thumbnails/s7k2eYQGKGQ.jpg,63,20241126,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=s7k2eYQGKGQ
E7av1oOEpUI,চিন্ময়কৃষ্ণ দাসের আইনজীবীকে মারধর ! | ক্যালকাটা নিউজ ডিজিটাল,"চিন্ময়কৃষ্ণ দাসের আইনজীবীকে মারধর !

চট্টগ্রাম আদালতে চিন্ময়কৃষ্ণ দাসের মামলার শুনানি। তার আগেই তার আইনজীবী রমেন রায়কে মারধর, বাড়ি ভাঙচুরের অভিযোগ মৌলবাদীদের বিরুদ্ধে। বিস্ফোরক ছবি পোস্ট রাধারমন দাসের।

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",4996,148,https://i.ytimg.com/vi/E7av1oOEpUI/maxresdefault.jpg,thumbnails/E7av1oOEpUI.jpg,330,20241203,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=E7av1oOEpUI
dvntLj_0KF8,প্রশ্নের মুখে বাংলাদেশের অখণ্ডতা? | ক্যালকাটা নিউজ ডিজিটাল,"আরাকান আতঙ্কে বাংলাদেশ, সখ্যতা পাকিস্তানের সঙ্গে।  সেন্ট মার্টিনের দিকে নজর আরাকান আর্মির । চট্টগ্রাম দখল কি সময়ের অপেক্ষা ?  বিপাকে ইউনূস, প্রশ্নের মুখে বাংলাদেশের অখণ্ডতা ।
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",4702,104,https://i.ytimg.com/vi/dvntLj_0KF8/maxresdefault.jpg,thumbnails/dvntLj_0KF8.jpg,741,20241221,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=dvntLj_0KF8
ZdiGfcq_dL4,টেকনাফে আরাকান। বেদখল চট্টগ্রাম? | ক্যালকাটা নিউজ ডিজিটাল,"আরাকান আতঙ্কে বাংলাদেশ, সখ্যতা পাকিস্তানের সঙ্গে।  সেন্ট মার্টিনের দিকে নজর আরাকান আর্মির । চট্টগ্রাম দখল কি সময়ের অপেক্ষা ?  বিপাকে ইউনূস, প্রশ্নের মুখে বাংলাদেশের অখণ্ডতা। 
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",4624,152,https://i.ytimg.com/vi_webp/ZdiGfcq_dL4/maxresdefault.webp,thumbnails/ZdiGfcq_dL4.jpg,115,20241221,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=ZdiGfcq_dL4
IR3L0V0RBM4,৭১ এর পুনরাবৃত্তি বাংলাদেশে ?,,4595,111,https://i.ytimg.com/vi/IR3L0V0RBM4/sddefault.jpg,thumbnails/IR3L0V0RBM4.jpg,908,20241209,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=IR3L0V0RBM4
BFhmpwGuhb4,বাংলাদেশে সংখ্যালঘুদের নিরাপত্তা নিয়ে উদ্বেগ প্রকাশ ভারতীয় বিদেশমন্ত্রকের | ক্যালকাটা নিউজ ডিজিটাল,"আওয়ামি লিগ সরকার ক্ষমতাচ্যুত হওয়ার পর থেকেই হিন্দুরা নিপীড়নের শিকার হন। তাঁদের ঘরবাড়ি ও বেশ কয়েকটি মন্দির ধ্বংস করে দেওয়ার অভিযোগ ওঠে। ৫ নভেম্বর চট্টগ্রামের ঘটনায় শতাধিক হিন্দুকে গ্রেপ্তার করা হয়। অন্যদিকে বাংলাদেশে গ্রেফতার ISKON-এর ধর্মগুরু চিন্ময়কৃষ্ণ দাস। আর এবার বাংলাদেশে সংখ্যালঘুদের নিরাপত্তা নিয়ে উদ্বেগ প্রকাশ ভারতীয় বিদেশমন্ত্রকের। সাংবাদিক সম্মেলনে ভারতীয় বিদেশমন্ত্রকের মুখপাত্র রণধীর জয়সওয়াল জানিয়েছেন, 'বাংলাদেশে সংখ্যালঘুদের নিরাপত্তার দায়িত্ব সেদেশের সরকারের'। পাশাপাশি বাংলাদেশে সংখ্যালঘুদের অবস্থা উদ্বেগজনক বলেও তিনি উল্লেখ করেন। 
সূত্র: ANI
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews #iskcon   #priest  #krishnadas  #brahmachari  #hindu  #dhaka  #bangladesh  #sheikhhasina  #muhammadyunus  #khaledazia  #hindumonk  #chinmoykrishnadas #ministryofexternalaffairs #RandhirJaiswal #narendramodi #india 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",4063,101,https://i.ytimg.com/vi_webp/BFhmpwGuhb4/maxresdefault.webp,thumbnails/BFhmpwGuhb4.jpg,551,20241129,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=BFhmpwGuhb4
71CSX416550,পাকিস্তান দ্বারা রণসজ্জায় সজ্জিত বাংলাদেশ! | ক্যালকাটা নিউজ ডিজিটাল,"সমরাস্ত্র সংগ্রহে নজর বাংলাদেশের। চিনও পাকিস্তানের যৌথ উদ্যোগে তৈরি JF-17 যুদ্ধবিমান নেওয়ার পরিকল্পনা করছে পড়শিদেশ। অন্যদিকে আগামী বছরের শুরুতেই বাংলাদেশ ও পাকিস্তানের নৌবাহিনী বঙ্গোপসাগরে যৌথ মহড়া করতে চলেছে। 
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",3961,48,https://i.ytimg.com/vi_webp/71CSX416550/maxresdefault.webp,thumbnails/71CSX416550.jpg,307,20241226,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=71CSX416550
NMGhpfuVxm4,জিহাদিদের প্রশ্রয় দিচ্ছে বাংলাদেশ? | ক্যালকাটা নিউজ ডিজিটাল,"বাংলাদেশে প্রশ্রয়ে জিহাদিরা? মারণাস্ত্র নিয়েই প্রকাশ্য মিটিং মিছিলে বাংলাদেশি জিহাদিরা। উদাসীন ইউনূস সরকার, বিতর্ক উস্কে সচিত্র পোস্ট তসলিমা নাসরিনের।
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews #taslimanasrin  #muhammadyunus  #khaledazia #sekhhasina #jamat #bangladeshiarmy 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",3841,78,https://i.ytimg.com/vi/NMGhpfuVxm4/maxresdefault.jpg,thumbnails/NMGhpfuVxm4.jpg,732,20241215,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=NMGhpfuVxm4
l3_UbWNd7dQ,আফগানিস্তানের অনুকরণে বাংলাদেশে লাগু শরিয়ৎ আইন ?  | ক্যালকাটা নিউজ ডিজিটাল,"বাংলাদেশে পর্দা প্রথা চালু করার নিদান মৌলবাদীদের। ফতোয়া জারি মৌলবাদী সংগঠনের তরফে | মাইকিং করে মহিলাদের বাজারে যেতে নিষেধাজ্ঞা। ভাইরাল গোপালগঞ্জের গহরডাঙার ফতোয়া ভিডিও | মৌলবাদী আর জঙ্গিদের ডেরা বাংলাদেশ?

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",3695,67,https://i.ytimg.com/vi/l3_UbWNd7dQ/maxresdefault.jpg,thumbnails/l3_UbWNd7dQ.jpg,486,20241205,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=l3_UbWNd7dQ
z8JNG-GLzV4,বাংলাদেশের মসনদে খালেদা জিয়া ?   | ক্যালকাটা নিউজ ডিজিটাল,"বাংলাদেশে হাসিনা সরকারের পতনের পর থেকেই একের পর এক সংখ্যালঘু হিন্দুদের উপরে নির্যাতনের ঘটনা সামনে এসেছে। চট্টগ্রাম যাওয়ার পথে বিমানবন্দর থেকে গ্রেফতার বাংলাদেশের সংখ্যালঘু সম্প্রদায়ের মুখ চিন্ময় প্রভু। আর এর পরেই উত্তপ্ত হয়ে ওঠে বাংলাদেশের পরিস্থিতি। পড়শি দেশের এই ঘটনার আঁচ ভারতের পাশাপাশি ছড়িয়ে পড়ে আন্তর্জাতিক স্তরেও। বলা যেতে পারে, এরপর থেকেই প্রশ্ন উঠতে শুরু করেছে এই ঘটনায় দেশ ছাড়ছেন ইউনূস? আর ইউনূস দেশ ত্যাগ করার পরেই কী বাংলাদেশের মসনদে বসতে চলেছেন খালেদা জিয়া?

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",3475,33,https://i.ytimg.com/vi/z8JNG-GLzV4/maxresdefault.jpg,thumbnails/z8JNG-GLzV4.jpg,1234,20241128,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=z8JNG-GLzV4
CxrxNinU4mI,তালিবানের কাছে হেরে বাংলাদেশে প্রশিক্ষণ পাক আর্মির ? | ক্যালকাটা টেলিভিশন ডিজিটাল,"তালিবানের কাছে হেরে বাংলাদেশে প্রশিক্ষণ পাক আর্মির ? 

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",3382,48,https://i.ytimg.com/vi_webp/CxrxNinU4mI/maxresdefault.webp,thumbnails/CxrxNinU4mI.jpg,247,20241230,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=CxrxNinU4mI
9waPpzyiaek,স্বাধীনতা আন্দোলনে ভারতের অবদানকে অস্বীকার বাংলাদেশের! | ক্যালকাটা নিউজ ডিজিটাল,"বিজয় দিবসে ভারতের অবদান কেন ভুলে গেছে বাংলাদেশ ? ভারতের আত্মদানকে লঘু করে দেখানোর মরিয়া চেষ্টা কেন বাংলাদেশের রাজনীতিকদের?
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews #muhammadyunus #khaledazia #sekhhasina #bangladesh #india #narendramodi #indiragandhi #sheikhmujiburrahman 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",3294,51,https://i.ytimg.com/vi/9waPpzyiaek/maxresdefault.jpg,thumbnails/9waPpzyiaek.jpg,3256,20241217,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=9waPpzyiaek
eJSXMUS8vcE,বাংলাদেশে মুজিবকে মুছে ফেলতে তৎপর ইউনুস? | ক্যালকাটা নিউজ ডিজিটাল,"বাংলাদেশে হাসিনা সরকারের পতনের পর থেকেই সেদেশের সরকারি প্রতিষ্ঠান, প্রকল্প এবং সরকারি জায়গা থেকে সরিয়ে ফেলা হয়েছে বঙ্গবন্ধু শেখ মুজিবর রহমানের ছবি। সেই স্মৃতি এখনও টাটকা বাংলাদেশের জনগণের মনে। এমনকি সেদেশের নতুন নোট থেকেও সরছে বঙ্গবন্ধুর ছবি। আর এবার বাংলাদেশে নিষিদ্ধের পথে 'জয় বাংলা' স্লোগান! 'জয় বাংলা'কে জাতীয় স্লোগান ঘোষণার রায়ে স্থগিতাদেশ চেয়ে বাংলাদেশের সুপ্রিম কোর্টে আবেদন। আগামী রবিবার বাংলাদেশের সুপ্রিম কোর্টের আপিল বিভাগে এ বিষয়ে শুনানি হবে বলে সূত্রের খবর। মুজিবকে মুছে ফেলতে মরিয়া ইউনূস? প্রশ্ন আন্তর্জাতিক মহলের।
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews #seikh_hasina #muhammadyunus #khaledazia #bangladesh #sheikhmujiburrahman 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",3221,51,https://i.ytimg.com/vi/eJSXMUS8vcE/maxresdefault.jpg,thumbnails/eJSXMUS8vcE.jpg,458,20241204,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=eJSXMUS8vcE
djX5PMwRyuk,ইউনুসে অনাস্থা বাংলাদেশে? | ক্যালকাটা নিউজ ডিজিটাল,"ইউনুসে অনাস্থা বাংলাদেশে? | ক্যালকাটা নিউজ ডিজিটাল 

ভারতের সঙ্গে যুদ্ধ পরিস্থিতি, আবার ইউনূসের বিরুদ্ধেও সরব বিএনপি-জামাত। ইউনুসে অনাস্থা বাংলাদেশে?
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews #hindu  #dhaka  #bangladesh #muhammadyunus  #khaledazia  #sekhhasina  #hindumonk  #chinmoykrishnadas #india #primeministermodi  #jamat #bangladeshiarmy 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",2617,87,https://i.ytimg.com/vi/djX5PMwRyuk/maxresdefault.jpg,thumbnails/djX5PMwRyuk.jpg,681,20241215,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=djX5PMwRyuk
2V_4wFf7q4Y,বাংলাদেশে হিন্দু আধিকারিকদের অপসারণ অভিযান? | ক্যালকাটা নিউজ ডিজিটাল,"অগাস্ট থেকে শয়ে শয়ে সনাতনী হিন্দু কাজহারা বাংলাদেশে। সেই আবহেই চট্টগ্রামে ইস্তফা দিতে বাধ্য হলেন উপাচার্য অনুপম সেন। পদত্যাগের দাবিতে বিক্ষোভ, ৩টি ক্যাম্পাসে ঝোলে তালা। বাংলাদেশের বর্তমান পরিস্থিতিতে ক্রমেই কাজ হারাচ্ছেন সংখ্যালঘুরা। বাংলাদেশের হয় ছাঁটাই, নয় চাপ সৃষ্টি করে চাকরি ছাড়তে বাধ্য করা হচ্ছে সনাতনীদের?
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews #seikh_hasina #muhammadyunus #khaledazia #bangladesh #hindumonk #government #bangladeshgovernment 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",2494,49,https://i.ytimg.com/vi/2V_4wFf7q4Y/maxresdefault.jpg,thumbnails/2V_4wFf7q4Y.jpg,615,20241207,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=2V_4wFf7q4Y
14lgWrkrY80,বাংলাদেশকে পাকিস্তানে ফেরানোর এজেন্ডা ইউনূসের? | ক্যালকাটা নিউজ ডিজিটাল,"ফের পাকিস্তানের সঙ্গে মিশতে চলেছে বাংলাদেশ? বাংলাদেশ সেনাবাহিনীকে প্রশিক্ষণ দেবে পাক সেনা। যে পাক সেনার বিরুদ্ধে লড়াই করে বাংলাদেশের জন্ম। সেই পাক সেনাকে আবার বাংলাদেশে প্রবেশের অনুমতি কেন? কীসের ভিত্তিতে এই সখ্যতা? 
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",2470,49,https://i.ytimg.com/vi/14lgWrkrY80/maxresdefault.jpg,thumbnails/14lgWrkrY80.jpg,1461,20241227,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=14lgWrkrY80
WMFG3aPTohA,"ধেয়ে আসছে আরাকান, দখলে টেকনাফ? | ক্যালকাটা নিউজ ডিজিটাল","আরাকান আতঙ্কে বাংলাদেশ, সখ্যতা পাকিস্তানের সঙ্গে।  সেন্ট মার্টিনের দিকে নজর আরাকান আর্মির । চট্টগ্রাম দখল কি সময়ের অপেক্ষা ?  বিপাকে ইউনূস, প্রশ্নের মুখে বাংলাদেশের অখণ্ডতা। 
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",2239,54,https://i.ytimg.com/vi/WMFG3aPTohA/maxresdefault.jpg,thumbnails/WMFG3aPTohA.jpg,222,20241221,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=WMFG3aPTohA
CDnCb9W-Qbk,বাংলাদেশে আরাকান আক্রমণের রুটম্যাপ ! | ক্যালকাটা টেলিভিশন ডিজিটাল,"বাংলাদেশে আরাকান আক্রমণের রুটম্যাপ ! | ক্যালকাটা টেলিভিশন ডিজিটাল

CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",2210,32,https://i.ytimg.com/vi_webp/CDnCb9W-Qbk/maxresdefault.webp,thumbnails/CDnCb9W-Qbk.jpg,61,20241230,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=CDnCb9W-Qbk
vmGzBItRhUc,বাংলাদেশের ঘটনার তীব্র নিন্দা মার্কিন গায়িকা মেরি মিলবেনের | ক্যালকাটা নিউজ ডিজিটাল,"চিন্ময় মহাপ্রভুকে গ্রেফতারিতে অশান্ত বাংলাদেশ। সেই আঁচ তপ্ত হচ্ছে কলকাতাও। বাংলাদেশের ঘটনায় উদ্বেগ প্রকাশ করেছে হিন্দু ধর্মগুরু সহ রাজনৈতিক নেতারা। বুধবার ইসকন নেতার গ্রেফতারিতে বাংলাদেশ হাইকমিশন পর্যন্ত মোমবাতি মিছিল করে কংগ্রেস। পাশাপাশি  বাংলাদেশের ঘটনা নিন্দনীয় বলে মন্তব্য করেন আইএসএফ নেতা নওশাদ সিদ্দিকি। আবার চিন্ময় প্রভুর দ্রুত মুক্তির দাবি তুলে ইউনুস সরকারকে কড়া ভাষায় হুঁশিয়ারি দিলেন এ রাজ্যের বিরোধী দলনেতা শুভেন্দু অধিকারী। তবে এবার বাংলাদেশের ঘটনায় সরব মার্কিন গায়িকা মেরি মিলবেন। বাংলাদেশে চিন্ময় মহাপ্রভুর গ্রেফতারির ঘটনার তীব্র নিন্দা করেন মেরি। 
সূত্র: ANI
CN Calcutta News
#calcuttanews #calcuttanewslive #kolkatanewslive #newsfrombengal #livenews #iskcon   #priest  #krishnadas  #brahmachari  #hindu  #dhaka  #bangladesh  #sheikhhasina  #muhammadyunus  #khaledazia  #hindumonk  #chinmoykrishnadas #MaryMillben #americansingers 

For any query on Cable TV reception, please contact 9051399471

Download CN App for Apple: 
https://apps.apple.com/us/app/calcutta-news/id1244685218
Download CN App for Android: 
https://play.google.com/store/apps/details?id=com.cn.calcuttanews

Social Media Handles:

Facebook:- https://www.facebook.com/akdcalcuttanews
Instagram:- https://www.instagram.com/akdcalcuttanews
Twitter      :- https://twitter.com/calcutta_news

For information, contact  :  info.youtube@ctvn.co.in",2127,65,https://i.ytimg.com/vi_webp/vmGzBItRhUc/maxresdefault.webp,thumbnails/vmGzBItRhUc.jpg,270,20241128,UCJ3I6MHOz5exARlTW_meOGQ,Calcutta News,https://www.youtube.com/watch?v=vmGzBItRhUc
